id,name,name_en,country,province,longitude,latitude,timezone,population,capital
14646,Kohtla-Jarve,Kohtla-Jarve,Estonia,Kohtla-Järve,27.2833,59.4,Europe/Tallinn,33434,minor
14647,Monteiro,Monteiro,Brazil,Paraíba,-37.12,-7.8894,America/Sao_Paulo,33433,minor
14648,Gillette,Gillette,United States,Wyoming,-105.4982,44.2752,America/New_York,33431,
14649,Angamali,Angamali,India,Kerala,76.4,10.2,Asia/Kolkata,33424,
14650,Orodara,Orodara,Burkina Faso,Hauts-Bassins,-4.9148,10.9825,UTC,33422,minor
14651,Darsi,Darsi,India,Andhra Pradesh,79.6833,15.7667,Asia/Kolkata,33418,
14652,Castro,Castro,Chile,Los Lagos,-73.7643,-42.4824,America/Santiago,33417,minor
14653,Siripur,Siripur,India,Bihār,86.9599,25.997,Asia/Kolkata,33417,
14654,Fond des Negres,Fond des Negres,Haiti,Nippes,-73.2333,18.35,UTC,33413,
14655,My Hoa,My Hoa,Vietnam,An Giang,105.4011,10.3656,Asia/Ho_Chi_Minh,33413,
14656,Orillia,Orillia,Canada,Ontario,-79.4167,44.6,America/Toronto,33411,
14657,Kacanik,Kacanik,Kosovo,Kaçanik,21.2594,42.2319,UTC,33409,admin
14658,Ban Pak Phun,Ban Pak Phun,Thailand,Nakhon Si Thammarat,99.9702,8.5391,Asia/Bangkok,33407,
14659,Butajira,Butajira,Ethiopia,YeDebub Bihēroch Bihēreseboch na Hizboch,38.3667,8.1167,Africa/Addis_Ababa,33406,
14660,Date,Date,Japan,Hokkaidō,140.8647,42.4719,Asia/Tokyo,33404,
14661,Gobabis,Gobabis,Namibia,Omaheke,18.9667,-22.45,UTC,33404,admin
14662,Geraardsbergen,Geraardsbergen,Belgium,Flanders,3.8667,50.7667,Europe/Brussels,33403,
14663,Paraiso,Paraiso,Costa Rica,Cartago,-83.8463,9.8432,UTC,33398,
14664,Paso de Ovejas,Paso de Ovejas,Mexico,Veracruz,-96.4385,19.285,America/Mexico_City,33392,minor
14665,Kong,Kong,Côte d’Ivoire,Savanes,-4.6103,9.1506,Africa/Abidjan,33391,minor
14666,Riachao do Jacuipe,Riachao do Jacuipe,Brazil,Bahia,-39.3819,-11.81,America/Sao_Paulo,33386,minor
14667,Namhkam,Namhkam,Burma,Shan State,97.6833,23.8333,Asia/Yangon,33382,
14668,Asakuchi,Asakuchi,Japan,Okayama,133.5849,34.5279,Asia/Tokyo,33382,
14669,Madikeri,Madikeri,India,Karnātaka,75.7333,12.4167,Asia/Kolkata,33381,
14670,Tulum,Tulum,Mexico,Quintana Roo,-87.4632,20.2108,America/Mexico_City,33374,minor
14671,Gadsden,Gadsden,United States,Alabama,-86.0157,34.0086,America/New_York,33374,
14672,Kondapalle,Kondapalle,India,Andhra Pradesh,80.5333,16.6167,Asia/Kolkata,33373,
14673,Mount Lebanon,Mount Lebanon,United States,Pennsylvania,-80.0494,40.3752,America/New_York,33370,
14674,Ipero,Ipero,Brazil,São Paulo,-47.6886,-23.3503,America/Sao_Paulo,33367,minor
14675,Julich,Julich,Germany,North Rhine-Westphalia,6.3583,50.9222,Europe/Berlin,33359,
14676,Al Qantarah,Al Qantarah,Egypt,Shamāl Sīnā’,32.31,30.85,Africa/Cairo,33358,
14677,Totana,Totana,Spain,Murcia,-1.5002,37.771,Europe/Madrid,33358,
14678,Apollo Beach,Apollo Beach,United States,Florida,-82.4003,27.7618,America/New_York,33355,
14679,Loughton,Loughton,United Kingdom,Essex,0.0735,51.6494,Europe/London,33346,
14680,Batcha,Batcha,Cameroon,Ouest,10.1833,5.15,UTC,33342,
14681,Columbio,Columbio,Philippines,Sultan Kudarat,124.961,6.6859,Asia/Manila,33337,
14682,Shirakawa-tsuda,Shirakawa-tsuda,Japan,Miyagi,140.6915,38.0326,Asia/Tokyo,33330,
14683,Shiroishi,Shiroishi,Japan,Miyagi,140.6199,38.0025,Asia/Tokyo,33330,
14684,Dartmouth,Dartmouth,United States,Massachusetts,-70.9973,41.6138,America/New_York,33328,
14685,Manlius,Manlius,United States,New York,-75.9792,43.049,America/New_York,33328,
14686,Puyo,Puyo,Ecuador,Pastaza,-78.0022,-1.4903,America/Guayaquil,33325,admin
14687,Bafang,Bafang,Cameroon,Ouest,10.1771,5.157,UTC,33324,
14688,Taishi,Taishi,Japan,Hyōgo,134.5724,34.8333,Asia/Tokyo,33321,
14689,Argyroupoli,Argyroupoli,Greece,Attikí,23.7508,37.9085,Europe/Athens,33312,minor
14690,Gata,Gata,Philippines,Lanao del Sur,124.35,7.85,Asia/Manila,33307,
14691,Barrinha,Barrinha,Brazil,São Paulo,-48.1639,-21.1936,America/Sao_Paulo,33304,minor
14692,Amparafaravola,Amparafaravola,Madagascar,Toamasina,48.2239,-17.5876,UTC,33299,
14693,Ziniare,Ziniare,Burkina Faso,Plateau-Central,-1.3,12.5833,UTC,33296,admin
14694,Estreito,Estreito,Brazil,Maranhão,-47.4508,-6.5608,America/Sao_Paulo,33294,minor
14695,Churi,Churi,India,Jhārkhand,85.0128,23.6549,Asia/Kolkata,33293,
14696,Joao Camara,Joao Camara,Brazil,Rio Grande do Norte,-35.82,-5.5378,America/Sao_Paulo,33290,minor
14697,Mohnyin,Mohnyin,Burma,Kachin State,96.3667,24.7833,Asia/Yangon,33290,
14698,Rarott,Rarott,India,Kerala,75.9306,11.4504,Asia/Kolkata,33286,
14699,East Lake,East Lake,United States,Florida,-82.6868,28.1206,America/New_York,33283,
14700,Ames,Ames,Spain,Galicia,-8.6723,42.8902,Europe/Madrid,33276,
14701,Nowy Targ,Nowy Targ,Poland,Małopolskie,20.0322,49.4778,Europe/Warsaw,33273,minor
14702,Kayar,Kayar,Senegal,Thiès,-17.1241,14.9089,Africa/Dakar,33273,
14703,Sibagat,Sibagat,Philippines,Agusan del Sur,125.6938,8.8219,Asia/Manila,33271,
14704,Hisua,Hisua,India,Bihār,85.4173,24.8336,Asia/Kolkata,33270,
14705,Olawa,Olawa,Poland,Dolnośląskie,17.2925,50.9439,Europe/Warsaw,33268,minor
14706,Arcelia,Arcelia,Mexico,Guerrero,-100.2839,18.315,America/Mexico_City,33267,minor
14707,Didouche Mourad,Didouche Mourad,Algeria,Constantine,6.6339,36.4484,Africa/Algiers,33266,
14708,Calpulalpan,Calpulalpan,Mexico,Tlaxcala,-98.5644,19.5789,America/Mexico_City,33263,minor
14709,Chorkuh,Chorkuh,Tajikistan,Sughd,70.5822,39.9739,Asia/Dushanbe,33261,
14710,Zamania,Zamania,India,Uttar Pradesh,83.5667,25.4333,Asia/Kolkata,33253,
14711,Mazeikiai,Mazeikiai,Lithuania,Mažeikiai,22.3361,56.3111,Europe/Vilnius,33249,admin
14712,Salaya,Salaya,India,Gujarāt,69.6038,22.3104,Asia/Kolkata,33246,
14713,Goumori,Goumori,Benin,Alibori,2.2833,11.1833,UTC,33241,
14714,Capim Grosso,Capim Grosso,Brazil,Bahia,-40.0128,-11.3808,America/Sao_Paulo,33235,minor
14715,Ken Caryl,Ken Caryl,United States,Colorado,-105.1144,39.577,America/New_York,33233,
14716,Stratford,Stratford,Canada,Ontario,-80.9819,43.3708,America/Toronto,33232,
14717,Kampong Speu,Kampong Speu,Cambodia,Kampong Speu,104.5208,11.4533,Asia/Phnom_Penh,33231,admin
14718,Ceres,Ceres,South Africa,Western Cape,19.3167,-33.3667,Africa/Johannesburg,33224,
14719,Bragado,Bragado,Argentina,Buenos Aires,-60.5,-35.1167,America/Argentina/Buenos_Aires,33222,minor
14720,Alamat'a,Alamat'a,Ethiopia,Tigray,39.55,12.4167,Africa/Addis_Ababa,33214,
14721,Kyrenia,Kyrenia,Cyprus,Kerýneia,33.3192,35.3403,Asia/Nicosia,33207,admin
14722,Kartarpur,Kartarpur,India,Punjab,75.4985,31.4427,Asia/Kolkata,33207,
14723,Obukhiv,Obukhiv,Ukraine,Kyivska Oblast,30.6269,50.1109,Europe/Kyiv,33204,minor
14724,Desert Hot Springs,Desert Hot Springs,United States,California,-116.5429,33.955,America/New_York,33200,
14725,Borne,Borne,India,Bihār,86.6999,25.5431,Asia/Kolkata,33199,
14726,Epe,Epe,Netherlands,Gelderland,5.9842,52.3464,Europe/Amsterdam,33198,minor
14727,Malangas,Malangas,Philippines,Zamboanga Sibugay,123.0322,7.6317,Asia/Manila,33194,
14728,Huyton,Huyton,United Kingdom,Knowsley,-2.8403,53.4111,Europe/London,33193,
14729,Spring Valley,Spring Valley,United States,New York,-74.0486,41.1151,America/New_York,33192,
14730,Khvaf,Khvaf,Iran,Khorāsān-e Raẕavī,60.1408,34.5764,Asia/Tehran,33189,minor
14731,Beidou,Beidou,Taiwan,Changhua,120.5248,23.8747,Asia/Taipei,33189,
14732,Pindare-Mirim,Pindare-Mirim,Brazil,Maranhão,-45.3428,-3.6078,America/Sao_Paulo,33186,minor
14733,Katiena,Katiena,Mali,Ségou,-5.6411,13.3225,UTC,33180,
14734,Eirunepe,Eirunepe,Brazil,Amazonas,-69.8744,-6.6597,America/Sao_Paulo,33170,minor
14735,Villiers-sur-Marne,Villiers-sur-Marne,France,Île-de-France,2.5447,48.8275,Europe/Paris,33162,
14736,Bluffton,Bluffton,United States,South Carolina,-80.9316,32.2135,America/New_York,33157,
14737,Payao,Payao,Philippines,Zamboanga Sibugay,122.8022,7.5857,Asia/Manila,33156,
14738,Dimataling,Dimataling,Philippines,Zamboanga del Sur,123.3661,7.5297,Asia/Manila,33156,
14739,Bassar,Bassar,Togo,Kara,0.7833,9.25,UTC,33156,
14740,Buxin,Buxin,Taiwan,Changhua,120.535,23.9523,Asia/Taipei,33154,
14741,Franklin,Franklin,United States,Massachusetts,-71.4113,42.0862,America/New_York,33154,
14742,Uniondale,Uniondale,United States,New York,-73.5947,40.7176,America/New_York,33148,
14743,Montlucon,Montlucon,France,Auvergne-Rhône-Alpes,2.6025,46.34,Europe/Paris,33147,minor
14744,Sukadana,Sukadana,Indonesia,Kalimantan Barat,109.95,-1.25,Asia/Jakarta,33145,minor
14745,Shamsabad,Shamsabad,India,Uttar Pradesh,78.13,27.02,Asia/Kolkata,33144,
14746,Rochester,Rochester,United States,New Hampshire,-70.9787,43.299,America/New_York,33144,
14747,San Vicente de Chucuri,San Vicente de Chucuri,Colombia,Santander,-73.4119,6.8819,America/Bogota,33133,minor
14748,Palmeira das Missoes,Palmeira das Missoes,Brazil,Rio Grande do Sul,-53.3136,-27.8994,America/Sao_Paulo,33131,minor
14749,Abingdon,Abingdon,United Kingdom,Oxfordshire,-1.2783,51.6717,Europe/London,33130,
14750,Panuco,Panuco,Mexico,Veracruz,-98.1833,22.05,America/Mexico_City,33122,minor
14751,Villa Regina,Villa Regina,Argentina,Río Negro,-67.0667,-39.1,America/Argentina/Buenos_Aires,33121,
14752,Kusapin,Kusapin,Panama,Ngäbe-Buglé,-81.89,9.18,UTC,33121,minor
14753,Budaka,Budaka,Uganda,Tororo,33.945,1.0167,UTC,33120,
14754,Nartkala,Nartkala,Russia,Kabardino-Balkariya,43.85,43.55,Europe/Moscow,33119,minor
14755,Bandirma,Bandirma,Turkey,Balıkesir,27.9725,40.3542,Europe/Istanbul,33116,minor
14756,Minamikyushu,Minamikyushu,Japan,Kagoshima,130.4417,31.3783,Asia/Tokyo,33115,
14757,Umaria,Umaria,India,Madhya Pradesh,80.8372,23.5247,Asia/Kolkata,33114,
14758,Trowbridge,Trowbridge,United Kingdom,Wiltshire,-2.208,51.32,Europe/London,33108,
14759,Bethany,Bethany,United States,Oregon,-122.837,45.5614,America/New_York,33106,
14760,Mukdahan,Mukdahan,Thailand,Mukdahan,104.7228,16.5431,Asia/Bangkok,33102,admin
14761,Knokke-Heist,Knokke-Heist,Belgium,Flanders,3.2869,51.3414,Europe/Brussels,33097,
14762,Clarence,Clarence,United States,New York,-78.6375,43.0196,America/New_York,33097,
14763,Aosta,Aosta,Italy,Valle d’Aosta,7.3206,45.7372,Europe/Rome,33093,admin
14764,Chernushka,Chernushka,Russia,Permskiy Kray,56.0833,56.5,Europe/Moscow,33092,minor
14765,Shima,Shima,Japan,Iwate,141.1211,39.5394,Asia/Tokyo,33090,
14766,El Arrouch,El Arrouch,Algeria,Skikda,6.8364,36.6531,Africa/Algiers,33085,
14767,Nevers,Nevers,France,Bourgogne-Franche-Comté,3.1567,46.9925,Europe/Paris,33085,minor
14768,Chanderi,Chanderi,India,Madhya Pradesh,78.13,24.72,Asia/Kolkata,33081,
14769,Prey Veng,Prey Veng,Cambodia,Prey Veng,105.3167,11.4833,Asia/Phnom_Penh,33079,admin
14770,Sherwood,Sherwood,United States,Arkansas,-92.2029,34.8507,America/New_York,33070,
14771,Bungoono,Bungoono,Japan,Ōita,131.5842,32.9775,Asia/Tokyo,33066,
14772,Istog,Istog,Kosovo,Istog,20.4875,42.7808,UTC,33066,admin
14773,Temascalapa,Temascalapa,Mexico,México,-98.9008,19.8279,America/Mexico_City,33063,minor
14774,Mushie,Mushie,Congo (Kinshasa),Mai-Ndombe,16.9167,-3.0167,UTC,33062,
14775,Kamaishi,Kamaishi,Japan,Iwate,141.8857,39.2758,Asia/Tokyo,33061,
14776,Timimoun,Timimoun,Algeria,Timimoun,0.2333,29.25,Africa/Algiers,33060,admin
14777,Salug,Salug,Philippines,Zamboanga del Norte,122.7575,8.1075,Asia/Manila,33060,
14778,Victoria Falls,Victoria Falls,Zimbabwe,Matabeleland North,25.8333,-17.9333,UTC,33060,
14779,Kareli,Kareli,India,Madhya Pradesh,79.0638,22.9153,Asia/Kolkata,33056,
14780,Ain Taoujdat,Ain Taoujdat,Morocco,Fès-Meknès,-5.2167,33.9333,Africa/Casablanca,33055,
14781,Castelfranco Emilia,Castelfranco Emilia,Italy,Emilia-Romagna,11.0528,44.5967,Europe/Rome,33054,
14782,Lampertheim,Lampertheim,Germany,Hesse,8.4671,49.5942,Europe/Berlin,33053,
14783,Tutin,Tutin,Serbia,RaÅ¡ki,20.3256,42.9875,Europe/Belgrade,33053,admin
14784,Ban Ang Sila,Ban Ang Sila,Thailand,Chon Buri,100.9278,13.3364,Asia/Bangkok,33053,
14785,Kaysville,Kaysville,United States,Utah,-111.9456,41.029,America/New_York,33053,
14786,Taiobeiras,Taiobeiras,Brazil,Minas Gerais,-42.2328,-15.8078,America/Sao_Paulo,33050,minor
14787,Novokubansk,Novokubansk,Russia,Krasnodarskiy Kray,41.05,45.1,Europe/Moscow,33048,minor
14788,`Ain el Hadjel,`Ain el Hadjel,Algeria,M’sila,3.8817,35.6739,Africa/Algiers,33046,
14789,Penaranda,Penaranda,Philippines,Nueva Ecija,121.0017,15.3531,Asia/Manila,33043,
14790,San Luis,San Luis,Cuba,Pinar del Río,-83.7681,22.2828,UTC,33039,minor
14791,Falmouth,Falmouth,United States,Massachusetts,-70.5912,41.5913,America/New_York,33039,
14792,Wakabadai,Wakabadai,Japan,Hokkaidō,141.8283,45.3325,Asia/Tokyo,33036,
14793,Touros,Touros,Brazil,Rio Grande do Norte,-35.4608,-5.1989,America/Sao_Paulo,33035,minor
14794,Andover,Andover,United States,Minnesota,-93.3265,45.2571,America/New_York,33035,
14795,Valuyki,Valuyki,Russia,Belgorodskaya Oblast’,38.1167,50.1833,Europe/Moscow,33032,minor
14796,Espigao D'Oeste,Espigao D'Oeste,Brazil,Rondônia,-61.0128,-11.5247,America/Sao_Paulo,33030,minor
14797,Las Mercedes,Las Mercedes,Venezuela,Guárico,-66.3961,9.1104,America/Caracas,33025,minor
14798,Lubon,Lubon,Poland,Wielkopolskie,16.8833,52.3333,Europe/Warsaw,33024,
14799,Calape,Calape,Philippines,Bohol,123.8833,9.8833,Asia/Manila,33022,
14800,Anchieta,Anchieta,Brazil,Espírito Santo,-40.6444,-20.8056,America/Sao_Paulo,33017,minor
14801,Shingu,Shingu,Japan,Fukuoka,130.4465,33.7153,Asia/Tokyo,33017,
14802,Sodertalje,Sodertalje,Sweden,Stockholm,17.6272,59.1978,Europe/Stockholm,33014,minor
14803,Hangal,Hangal,India,Karnātaka,75.1246,14.7646,Asia/Kolkata,33011,
14804,Carepa,Carepa,Colombia,Antioquia,-76.6553,7.7581,America/Bogota,33009,minor
14805,Osvaldo Cruz,Osvaldo Cruz,Brazil,São Paulo,-50.8786,-21.7967,America/Sao_Paulo,33000,minor
14806,Zumbo,Zumbo,Mozambique,Tete,30.444,-15.6148,UTC,33000,
14807,Forbe Oroya,Forbe Oroya,Peru,Junín,-75.9,-11.5333,America/Lima,33000,
14808,Garston,Garston,United Kingdom,Hertfordshire,-0.3845,51.6889,Europe/London,33000,
14809,Villafranca di Verona,Villafranca di Verona,Italy,Veneto,10.85,45.35,Europe/Rome,32997,
14810,Claveria,Claveria,Philippines,Cagayan,121.0822,18.6061,Asia/Manila,32997,
14811,Hinda,Hinda,Congo (Brazzaville),Kouilou,12.0406,-4.6167,UTC,32995,
14812,Tougue,Tougue,Guinea,Labé,-11.6833,11.45,UTC,32975,minor
14813,Boxtel,Boxtel,Netherlands,Noord-Brabant,5.3275,51.5911,Europe/Amsterdam,32973,minor
14814,Porto Uniao,Porto Uniao,Brazil,Santa Catarina,-51.0778,-26.2378,America/Sao_Paulo,32970,minor
14815,Taguasco,Taguasco,Cuba,Sancti Spíritus,-79.265,22.005,UTC,32968,minor
14816,Sao Paulo de Olivenca,Sao Paulo de Olivenca,Brazil,Amazonas,-68.95,-3.45,America/Sao_Paulo,32967,minor
14817,Sopot,Sopot,Poland,Pomorskie,18.5478,54.4419,Europe/Warsaw,32962,minor
14818,Herrenberg,Herrenberg,Germany,Baden-Württemberg,8.8708,48.5967,Europe/Berlin,32961,
14819,Achim,Achim,Germany,Lower Saxony,9.033,53.013,Europe/Berlin,32961,minor
14820,Asse,Asse,Belgium,Flanders,4.2,50.9,Europe/Brussels,32958,
14821,Elesvaram,Elesvaram,India,Andhra Pradesh,82.1,17.2833,Asia/Kolkata,32957,
14822,Bembe,Bembe,Angola,Uíge,14.3068,-7.0289,UTC,32955,
14823,Dellys,Dellys,Algeria,Boumerdes,3.8833,36.9167,Africa/Algiers,32954,
14824,Ornskoldsvik,Ornskoldsvik,Sweden,Västernorrland,18.7122,63.294,Europe/Stockholm,32953,minor
14825,Itamarandiba,Itamarandiba,Brazil,Minas Gerais,-42.8589,-17.8569,America/Sao_Paulo,32948,minor
14826,Djenne,Djenne,Mali,Mopti,-4.55,13.9,UTC,32944,minor
14827,Dehloran,Dehloran,Iran,Īlām,47.2678,32.6942,Asia/Tehran,32941,minor
14828,Musikot-Khalanga,Musikot-Khalanga,Nepal,Karṇālī,82.4554,28.6291,Asia/Kathmandu,32939,
14829,Ross,Ross,United States,Pennsylvania,-80.0243,40.5256,America/New_York,32939,
14830,Saint-Georges,Saint-Georges,Canada,Quebec,-70.6768,46.0966,America/Toronto,32935,
14831,Castelfranco Veneto,Castelfranco Veneto,Italy,Veneto,11.9333,45.6667,Europe/Rome,32935,
14832,Yamanashi,Yamanashi,Japan,Yamanashi,138.6869,35.6934,Asia/Tokyo,32925,
14833,Lens,Lens,France,Hauts-de-France,2.8325,50.4314,Europe/Paris,32920,minor
14834,Thiais,Thiais,France,Île-de-France,2.3914,48.7644,Europe/Paris,32918,
14835,Aravan,Aravan,Kyrgyzstan,Osh,72.4992,40.515,Asia/Bishkek,32917,minor
14836,Gulkevichi,Gulkevichi,Russia,Krasnodarskiy Kray,40.6945,45.3603,Europe/Moscow,32911,minor
14837,Saint-Medard-en-Jalles,Saint-Medard-en-Jalles,France,Nouvelle-Aquitaine,-0.7175,44.8956,Europe/Paris,32910,
14838,Baragua,Baragua,Cuba,Ciego de Ávila,-78.6244,21.6819,UTC,32909,
14839,Saintard,Saintard,Haiti,Ouest,-72.55,18.824,UTC,32906,
14840,Fatehpur Sikri,Fatehpur Sikri,India,Uttar Pradesh,77.6611,27.0911,Asia/Kolkata,32905,
14841,Ingenio,Ingenio,Spain,Canary Islands,-15.4324,27.9214,Europe/Madrid,32905,
14842,Fort Erie,Fort Erie,Canada,Ontario,-79.0167,42.9167,America/Toronto,32901,
14843,Escuque,Escuque,Venezuela,Trujillo,-70.75,9.25,America/Caracas,32901,minor
14844,Patratu,Patratu,India,Jhārkhand,85.3035,23.665,Asia/Kolkata,32899,
14845,Moninnpebougou,Moninnpebougou,Mali,Ségou,-5.5208,14.1508,UTC,32899,
14846,Savage,Savage,United States,Minnesota,-93.3632,44.7545,America/New_York,32889,
14847,Aguai,Aguai,Brazil,São Paulo,-46.9736,-22.0603,America/Sao_Paulo,32886,minor
14848,Talas,Talas,Kyrgyzstan,Talas,72.2333,42.5167,Asia/Bishkek,32886,admin
14849,Bethel Park,Bethel Park,United States,Pennsylvania,-80.0364,40.3238,America/New_York,32881,
14850,Sanchor,Sanchor,India,Rājasthān,72.0,24.6,Asia/Kolkata,32875,
14851,Delbruck,Delbruck,Germany,North Rhine-Westphalia,8.5667,51.7667,Europe/Berlin,32874,
14852,Dar Bel Hamri,Dar Bel Hamri,Morocco,Rabat-Salé-Kénitra,-5.9697,34.1889,Africa/Casablanca,32873,
14853,Pantelimon,Pantelimon,Romania,Ilfov,26.2036,44.4528,Europe/Bucharest,32873,
14854,Oued Zenati,Oued Zenati,Algeria,Guelma,7.1667,36.3167,Africa/Algiers,32870,
14855,Kifri,Kifri,Iraq,Diyālá,44.9606,34.6894,Asia/Baghdad,32870,minor
14856,Palapara,Palapara,India,Kerala,76.8319,9.5708,Asia/Kolkata,32864,
14857,Lohogaon,Lohogaon,India,Mahārāshtra,73.9269,18.5992,Asia/Kolkata,32857,
14858,Eagle,Eagle,United States,Idaho,-116.3866,43.7223,America/New_York,32855,
14859,St. Charles,St. Charles,United States,Illinois,-88.3109,41.9193,America/New_York,32854,
14860,Ivisan,Ivisan,Philippines,Capiz,122.6908,11.5217,Asia/Manila,32853,
14861,Watari,Watari,Japan,Miyagi,140.8676,38.0442,Asia/Tokyo,32846,
14862,Salina,Salina,United States,New York,-76.1768,43.1023,America/New_York,32840,
14863,Lemery,Lemery,Philippines,Iloilo,122.9333,11.2333,Asia/Manila,32836,
14864,Villanueva,Villanueva,Mexico,Zacatecas,-102.8831,22.3536,America/Mexico_City,32835,minor
14865,Badoc,Badoc,Philippines,Ilocos Norte,120.4754,17.9267,Asia/Manila,32832,
14866,San Felipe,San Felipe,Mexico,Guanajuato,-101.2157,21.4783,America/Mexico_City,32831,minor
14867,Baixo Guandu,Baixo Guandu,Brazil,Espírito Santo,-41.0158,-19.5189,America/Sao_Paulo,32829,minor
14868,Cottonwood Heights,Cottonwood Heights,United States,Utah,-111.8144,40.6137,America/New_York,32828,
14869,Novodvinsk,Novodvinsk,Russia,Arkhangel’skaya Oblast’,40.8167,64.4167,Europe/Moscow,32826,minor
14870,Des Moines,Des Moines,United States,Washington,-122.3156,47.3914,America/New_York,32823,
14871,Opelika,Opelika,United States,Alabama,-85.3769,32.6612,America/New_York,32820,
14872,Carache,Carache,Venezuela,Trujillo,-70.1933,9.7072,America/Caracas,32820,minor
14873,Gostivar,Gostivar,North Macedonia,Gostivar,20.9167,41.8,Europe/Skopje,32814,admin
14874,Ithaca,Ithaca,United States,New York,-76.5032,42.4442,America/New_York,32814,
14875,Umarkot,Umarkot,India,Odisha,82.2063,19.6653,Asia/Kolkata,32813,
14876,Urbano Santos,Urbano Santos,Brazil,Maranhão,-43.4039,-3.2078,America/Sao_Paulo,32812,minor
14877,Sertania,Sertania,Brazil,Pernambuco,-37.2658,-8.0706,America/Sao_Paulo,32811,minor
14878,Pilar,Pilar,Paraguay,Ñeembucú,-58.3039,-26.8569,America/Asuncion,32810,admin
14879,Igrejinha,Igrejinha,Brazil,Rio Grande do Sul,-50.79,-29.5739,America/Sao_Paulo,32808,minor
14880,Cheb,Cheb,Czechia,Karlovarský Kraj,12.374,50.0798,Europe/Prague,32808,
14881,Glendale Heights,Glendale Heights,United States,Illinois,-88.0785,41.9196,America/New_York,32808,
14882,佛罗伦萨,Florence,United States,Kentucky,-84.6471,38.9899,America/New_York,32803,
14883,Agen,Agen,France,Nouvelle-Aquitaine,0.6186,44.2031,Europe/Paris,32801,minor
14884,Tecuci,Tecuci,Romania,Galaţi,27.4278,45.8467,Europe/Bucharest,32801,
14885,Capalonga,Capalonga,Philippines,Camarines Norte,122.4928,14.3314,Asia/Manila,32800,
14886,Zelenokumsk,Zelenokumsk,Russia,Stavropol’skiy Kray,43.867,44.4,Europe/Moscow,32800,minor
14887,Baraawe,Baraawe,Somalia,Shabeellaha Hoose,44.0303,1.1133,UTC,32800,
14888,Bagac,Bagac,Philippines,Bataan,120.3918,14.5951,Asia/Manila,32799,
14889,Fair Oaks,Fair Oaks,United States,California,-121.2496,38.6504,America/New_York,32799,
14890,Teutonia,Teutonia,Brazil,Rio Grande do Sul,-51.8058,-29.4478,America/Sao_Paulo,32797,minor
14891,Ticul,Ticul,Mexico,Yucatán,-89.5339,20.3953,America/Mexico_City,32796,
14892,Lumbang,Lumbang,Philippines,Laguna,121.459,14.297,Asia/Manila,32793,
14893,Sighetu Marmatiei,Sighetu Marmatiei,Romania,Maramureş,23.8947,47.9309,Europe/Bucharest,32793,
14894,Buco Zau,Buco Zau,Angola,Cabinda,12.5467,-4.795,UTC,32792,
14895,Foster City,Foster City,United States,California,-122.2659,37.5553,America/New_York,32792,
14896,Dana Point,Dana Point,United States,California,-117.6967,33.4733,America/New_York,32790,
14897,Los Gatos,Los Gatos,United States,California,-121.9562,37.2304,America/New_York,32786,
14898,Parambil,Parambil,India,Kerala,75.7339,11.5759,Asia/Kolkata,32784,
14899,Garfield,Garfield,United States,New Jersey,-74.1085,40.8791,America/New_York,32783,
14900,Cornelius,Cornelius,United States,North Carolina,-80.8813,35.4724,America/New_York,32783,
14901,Kapan,Kapan,Armenia,Syunik’,46.415,39.2011,Asia/Yerevan,32780,admin
14902,Bela Cruz,Bela Cruz,Brazil,Ceará,-40.1678,-3.0508,America/Sao_Paulo,32775,minor
14903,Rubino,Rubino,Côte d’Ivoire,Lagunes,-4.3086,6.0692,Africa/Abidjan,32775,
14904,Pribram,Pribram,Czechia,Středočeský Kraj,14.0105,49.69,Europe/Prague,32773,
